certificate;country;description;director;genre;isEpisode;original title;rating;ratingcount;runtime;stars;title;url;year
Spain:12;Spain;"Four village lads, travel to Benidorm looking for sun, sea and foreign girls. But weren&apos;t expecting to see themselves involved in a plot with lethal counterfeiters and dutiful policemen which will take them one step away from death.";Santiago Pumarola;Comedy;false;;3,4;41;;Nazaret Aracil, Miguel Barberá, Diego Braguinsky;Benidorm mon amour (2016);https://www.imdb.com/title/tt4741466/;2016
Denmark:A, Norway:A;Denmark;Walter and Carlo are given the task of handing over The Little Mermaid to a couple of secret agents at New York Airport. It goes far from planned and they get involved in a high-tension drama between Russian and American agents.;Jarl Friis-Mikkelsen, Ole Stephensen;Comedy;false;;3,3;526;80;Jarl Friis-Mikkelsen, Ole Stephensen, Jan Malmsjö;Walter & Carlo i Amerika (1989);https://www.imdb.com/title/tt0098616/;1989
Germany:18, United Kingdom:18, United States:R;Germany;When his brother overdoses on a new designer drug called nirvana, a fresh MBA graduate must choose between the stable pursuits of marriage and a burgeoning family business, or traveling to Hong Kong to fight drug dealers.;Ron Hulme;Action, Drama;false;;3,3;271;88;Jalal Merhi, Monika Schnarre, Lazar Rockwood;Fearless Tiger (1991);https://www.imdb.com/title/tt0141006/;1991
;Malaysia;"Aku Bukan Tomboy&quot; is a story of a tomboy (Scha Alya) who was raised by her single-parent father after the loss of her mother when she was just a child. Deep down inside, she has crushes on guys and fancies them, just like any othe...";Syamsul Yusof;Comedy, Drama, Romance;false;;3,3;55;97;Scha Alyahya, Shaheizy Sam, Syamsul Yusof;Aku Bukan Tomboy (2011);https://www.imdb.com/title/tt2127251/;2011
Germany:16, Netherlands:16, Norway:15;Netherlands;A rogue NSA agent joins an elite group of Native American trackers who call themselves the Shadow Wolves as they engage in missions to protect justice in America and abroad.;McKay Daines;Action, Adventure, Thriller;false;;3,3;450;95;Thomas Gibson, Graham Greene, Louise Lombard;Shadow Wolves (2019);https://www.imdb.com/title/tt8031130/;2019
;Japan;A Japanese version of the 1995 film Species with Maria Ozawa playing the part of the female Alien.;Nozomu Kasagi;Horror;false;;3,2;128;70;Tomonori Kôno, Marika Minami, Maria Ozawa;Tokyo Species (2012);https://www.imdb.com/title/tt2435148/;2012
Australia:M, United Kingdom:15, United States:TV-14;Canada;"Like her grandmother and her mother Jane before her, Wendy must escape Pan&apos;s hold on her and the promise he wants her to keep.";Livia De Paolis;Drama, Fantasy;false;;2,9;498;100;Siobhan Hewlett, Tilly Marsan, Vanessa Redgrave;The Lost Girls (2022);https://www.imdb.com/title/tt1023464/;2022
;Lithuania;"Carlos Castaneda (1925-1998) is often called the &quot;godfather&quot; of the human potential movement. His name and life are surrounded by many contradictions, fictions and legends. This film feature Castaneda&apos;s closest apprentices as well...";Vladimir Maykov;Documentary, Biography;false;;2,7;12;74;Sven Doehler, Stanislav Grof, Michael Harner;The Secret of Carlos Castaneda (2018);https://www.imdb.com/title/tt9890430/;2018
Australia:G, Canada:G, United Kingdom:U, United States:PG, United States:TV-Y;Canada;Once upon a time there was a happy kingdom at the crest of a broad river, at the edge of nearly endless forest. The kingdom was ruled by a fair and just King who had but one daughter, who was the apple of his eye: Princess Angela....;Tim Tyler;Animation, Adventure, Comedy;false;;2,4;253;47;Lara Gilchrist, Michael Dobson, Jan Rabson;A Fairy Tale Christmas (2005);https://www.imdb.com/title/tt0491718/;2005
India:UA 7+;India;The Big Picture is a 12-stage trivia-based game show in which participants answer multiple-choice questions related to images that appear in front of them on a large screen. They get chance to win upto Rs. 5 Crores.;;Game-Show, Reality-TV;false;;2;132;;Ranveer Singh;The Big Picture (2021);https://www.imdb.com/title/tt14985636/;2021
Argentina:Atp, France:Tous publics, India:Not Rated, Italy:T, Japan:G, Philippines:G, Russia:0+, Russia:6+, South Korea:7, United Kingdom:U, United States:Not Rated, United States:TV-Y7-FV;Italy;A Cinderella meets her Prince Charming on the ill-fated Titanic. Along for the ride are a rapping dog, other talking animals, and an assortment of wacky humans.;Camillo Teti;Animation, Family, Fantasy;false;Titanic - La leggenda continua;1,5;9314;90;Lisa Russo, Mark Thompson-Ashworth, Gisella Mathews;Titanic: The Legend Goes On... (2000);https://www.imdb.com/title/tt0330994/;2000
;Algeria;"This movie discusses Frantz Fanon&apos;s life and work, especially his involvement in the Algerian Revolution.";Cheikh Djemai;Documentary;false;;;;52;;Frantz Fanon, une vie, un combat, une oeuvre (2001);https://www.imdb.com/title/tt8100112/;2001
;Australia;"The play&apos;s plot thrives on witty banter and the most improbable coincidences: the dandy Algernon and dapper Jack are best friends who, unbeknown to each other, both assume different identities in London and the countryside. When J...";Kate Cherry;Comedy;false;;;;;Adriane Daff, Jenny Davis, Stuart Halusz;The Importance of Being Ernest (2013);https://www.imdb.com/title/tt13853446/;2013
;Australia;A sausage roll who just wants to go home and a man that just wants some lunch. The unlikeliest friendship in history;Akash Tanna;Short, Comedy;false;;;;11;Christian Andrew, Malachy Coogan, Malachy James Coogan;Sausage Roll (Directed & Written by Akash Tanna (2022);https://www.imdb.com/title/tt17640376/;2022
;Australia;In this gothic melodrama, Joan Crawford and Bette Davis perpetually wake to find themselves haunted by their older and younger selves.;Soda Jerk;Short, Drama;false;;;;12;Joan Crawford, Bette Davis;The Time That Remains (2012);https://www.imdb.com/title/tt3632308/;2012
;Australia;"&quot;The Road Leads Home&quot; is an observational documentary film following the lives of 3 women; strangers living in 3 major world cities (LA-NYC-SYD) and their individual faith journeys to find the ONE road that leads them home; a road...";Paul Nevison;Documentary;false;;;;45;;The Road Leads Home (2015);https://www.imdb.com/title/tt4958754/;2015
;Australia;A dying young man is lost in a forest when he stumbles upon an isolated old lady who takes him in. Uncertain if the old lady has saved him as an act of kindness, or whether something sinister is lurking behind her every action.;Rosie Bright;Short, Drama, Fantasy;false;;;;15;"Lynne Birkelund, Jake Lyall, Caleb O&apos;Sullivan";The Long Road Home (2010);https://www.imdb.com/title/tt1785618/;2010
;Australia;"The War on Drugs is a mockumentary about just that, the &quot;so called&quot; war on drugs. We look at it from all sides, the police, the drug dealers and users, the media and of course politicians.";gough;Short, Comedy;false;;;;24;Monette Aitkins, Matthew Filkins, Graham K. Furness;The War on Drugs (2017);https://www.imdb.com/title/tt7070832/;2017
;Australia;"The &apos;Little Black Book&apos; is now forgotten. before the mid 60s it meant having some human rights, being able to raise children in safely and interact with towns... Derby, W.A. - The Benning Family has a unique and amazing history as...";Roy Shani Smith;Documentary, Short, Music;false;;;;24;;The Little Black Book: The Benning Family (2012);https://www.imdb.com/title/tt2491094/;2012
;Australia;"Whilst cleaning his parent&apos;s deceased estate Ross re-discovers his father&apos;s photo collection and losses himself in tens of thousands of pictures taken during his childhood and comes to realise that not everyone is as he remembered.";Sascha-René Karner;Short, Drama;false;;;;;Kerrie-Anne Baker, Joanne Booth, Scott David Lister;The Red Circle (2015);https://www.imdb.com/title/tt3848814/;2015
;Australia;The documentary Breathless tackles one of the most disturbing patterns in drug use in Queensland today - the inhaling of household products like paint and glue. Through the voices of a grieving mother Cathy, a homeless man Rivers,...;Jason Bray;Documentary, Short;false;;;;26;;Breathless (2006);https://www.imdb.com/title/tt2022346/;2006
;Australia;"My film &apos;PlayTime&apos; is a dark comedy, based around the dark inner workings of a child&apos;s imagination. This story juxtaposes the real life events of a young family with the brutal, yet at times comical workings of the underground mob...";Joel Buckley;Short, Action, Comedy;false;;;;8;Heather Buckley, Grant Cartwrite, Amanda Marsden;PlayTime (2014);https://www.imdb.com/title/tt3821336/;2014
;Australia;"While recently laying on my back in a hospital ward, after serious surgery, mixed feelings of despair &amp; relief came over me. The stretch support stockings contracted my muscles, like someone trying to squash me. The character for ...";Victor Maloney;Short, Mystery;false;;;;10;;Victor Meets Eyes Without a Face (2017);https://www.imdb.com/title/tt7286430/;2017
;Australia;Four women discuss their identities as tomboys when they were younger and into their adolescence;Judith Cobb;Documentary, Short;false;;;;26;;Tomboy (2004);https://www.imdb.com/title/tt0423387/;2004
;Australia;It is 2029. John Smith is a teenager living in a totalitarian world that banned anything that has to do with love. Books, films, art, poetry, etc. have been wiped of the earth. However, there are still people dealing illegal produ...;;Short, Drama;false;;;;7;;In the Name of Love (2011);https://www.imdb.com/title/tt1867558/;2011
;Australia;Everyone is an outsider in one way or another. Hamadou has arrived in Australia from Timbuktu. He is from one remote place, in another - an anthropologist on mars. He wanders through Melbourne and with critical affection makes ala...;James Fleming;Documentary, Short, Drama;false;;;;7;;I Am the Man from Timbuktu (2010);https://www.imdb.com/title/tt1599311/;2010
Australia:MA15+;Australia;Sandy, an Australian traveler and philosophy student, is taken hostage while holidaying a long way from home. But despite having a gun pointed at her head, Sandy is determined to convince her two captors that they have totally mis...;Maggie Lawrence;Short, Comedy;false;;;;8;Kerrie Roberts, Chris Theo, Kano;Point Blank (2007);https://www.imdb.com/title/tt1357193/;2007
;Australia;When an Astronaut wakes up on a hostile planet with low oxygen will he manage to find air, or will he suffer the harsh fate of the mysterious planet he finds himself on;Brayden Downes;Short, Thriller;false;;;;;Eliza Allen, Likiki Bowe;Oxygen (2020);https://www.imdb.com/title/tt12402708/;2020
;Australia;"The perfect con, gone horribly wrong. Danny Jones and Josh Howell are two con men with a brand new plan - an art scam that is so perfect, it technically isn&apos;t even against the law. But, their brilliant scheme falls apart when they...";Dominic Mulligan;Short, Crime, Drama;false;;;;10;"Christopher Vernon, Elizabeth O&apos;Callaghan, Philip Theisinger";Priceless (2017);https://www.imdb.com/title/tt6537034/;2017
;Australia;A tourist summons Athena back to life by visiting the Parthenon. Little do we know their love is rekindled after eons. He is a gladiator and a former admirer. Official selections at Visionaria festival, Italy 2015, Bideodrama Fest...;John Tsambazis;Short, Musical;false;;;;;Lucia Dal Bon, Warren Yee;Athena (2014);https://www.imdb.com/title/tt8459152/;2014
;Australia;A married couple both become attracted to other people.;Michael Carson;Drama;false;;;;2;Carmen Duncan, Kit Taylor, Lulu Pinkus;Intimate Strangers (1981);https://www.imdb.com/title/tt0378108/;1981
;Australia;A dog, Zoe runs away on Christmas day after feeling neglected by her family. Zoe then wanders off to far and gets lost and scared in the Australian bush. She then looks to the other animals in the bush to find the wise Koala and h...;Luke Robson;Short, Adventure, Family;false;;;;7;Peter Barbaro, Rylee Delaney, Lisa Emanuel;A Dog's Christmas Tale (2009);https://www.imdb.com/title/tt1639315/;2009
;Australia;Featurette on Charles Chauvel, his wife Elsa, the films and their importance in Australian film history.;John Doggett-Williams;Documentary, Biography, History;false;;;;74;Bryan Dawe, Charles Chauvel, Elsa Chauvel;The Big Picture: Featurette on Charles Chauvel (2014);https://www.imdb.com/title/tt4225946/;2014
United States:G;Australia;With sparkle, laughter and sing-along songs, Fairy Magic follows the lives of two beautiful fairies, Harmony and Rhapsody, who live in Fairyland at the Bottom of the Garden. There is always excitement around Harmony, Rhapsody and ...;Matt King;Family;false;;;;53;Stephanie Antonopoulos, Rhys Bobridge, Wally Carr;The Fairies: Fairy Magic (2005);https://www.imdb.com/title/tt1916739/;2005
;Austria;Brewing beer, like art, is a creative process from the beginning to the end. Get ready for a new, captivating journey to the best places on the planet - for beer-enthusiasts and travelers alike.;;Documentary;false;;;;260;Conrad Seidl;Beer-tastic! 2 - Another round! (2021);https://www.imdb.com/title/tt10902054/;2021
;Austria;As Athens tentatively emerges from a decade of chaos, a group of female roller-skaters are fighting for space in their city. This generation of young Greeks grew up with few opportunities, but this gave them a valuable insight: if...;Elliott Gonzo;Documentary, Short, Sport;false;;;;7;Sofia Argyraki, Suzana Bakatsia, Eva Balasi;Athena Skates (2020);https://www.imdb.com/title/tt12257612/;2020
;Austria, Liechtenstein;"&apos;Mon Amour&apos; is a film about relationships, about the image we have of ourselves, of the other and of love.";Daniella Marxer;Short, Music, Romance;false;;;;22;Roland Jaeger, Valérie Maës, Marie-Christine Friedrich;Mon Amour (2017);https://www.imdb.com/title/tt7625744/;2017
Brazil:12;Brazil;An Oxygen Drug Dealer heads up for an adventure to save his people from the atmosphere danger.;Luiz Fernando França;Short, Action;false;;;;12;Luiz Fernando França, André Gusmão, Flávio Renato;Breathless (2012);https://www.imdb.com/title/tt2445636/;2012
;Brazil;"A Tale About Christmas shows the story of a family created by the director using the game &quot;The Sims&quot; for 4 different game generations over 8 years.";Gabriel Justo;Short, Music;false;;;;;;A Tale About Christmas - Generations (2020);https://www.imdb.com/title/tt14849468/;2020
;Canada;Émission diffusée à Télé-Québec de 1995 à 1998. Jeu télévisé animé par Martin Drainville et Pauline Martin.;;Game-Show;false;;;;;Denis Levasseur, Martin Drainville, Claire Jacques;Mais où se cache Carmen Sandiego? Canada (1994);https://www.imdb.com/title/tt6682824/;1994
;Canada;After a horrible shooting occurs at a neighboring high school, a socially awkward student falls into hot water after accidentally using finger guns while talking to someone.;Scout Stolpmann;Short, Comedy;false;;;;;Luke Hamilton Ford, Isabella Shibuta, Joel Fishbane;Lemon Tree (2019);https://www.imdb.com/title/tt11229820/;2019
;Canada;"Just prior to his release from prison, Ted Evans receives a threat from the man whose family he killed in a DUI - &apos;if you make contact with your family, I&apos;ll kill them&apos;. Believing that the danger is real, Ted exiles himself to a r...";Jason James;Thriller;false;;;;;Adam Beach, Camille Sullivan, Garry Chalk;Exile;https://www.imdb.com/title/tt8336322/;
;Canada;Apparently, it is an ordinary day. Just a nice, ordinary day. Hours go by, one after the other. Noon to midnight, midnight to noon: the big pendulum of the city life is in perpetual movement. From the first light of dawn to the la...;;Reality-TV;false;;;;;Marco Ledezma;24 Hours in the Life of a City (2001);https://www.imdb.com/title/tt1935966/;2001
;Canada;All but invisible, an old man attempts to make his way in the world where the simple task of getting on an elevator brings about unexpected challenges. When the ebb and flow of the young people around him knock him off his feet, h...;Linda Milan;Short, Comedy;false;;;;3;Jennifer Chitty, Ryan Clement, Ceri F. Evans;Ups and Downs (2011);https://www.imdb.com/title/tt1834326/;2011
;Canada;"Unfinished animation film. Winner of award of recognition at Best shorts June season 2018. &quot;Her Little Black Book&quot; is an experiment with drama and cartoon, where the film opens with light humour it takes a dark twist in the second...";Toly Kouroumalis;Animation, Short;false;;;;;Elyssa Dunford, Brandon Horsford, Justin Ryans;Her Little Black Book (2020);https://www.imdb.com/title/tt8582012/;2020
;Canada;-Music video of J7;;Short, Music;false;;;;4;;J7: Amélie et Mathieu (2014);https://www.imdb.com/title/tt13419900/;2014
;Canada;-Music video of Amelie Paul;;Short, Music;false;;;;3;Amelie Paul;Amélie Paul: Névrose (2021);https://www.imdb.com/title/tt14251816/;2021
;Canada;-Music video of Amélie Paul;;Music;false;;;;4;;Amélie Paul: Le Monde (2021);https://www.imdb.com/title/tt16253738/;2021
;Canada;-Music video of Amelie Paul;;Short, Music;false;;;;4;Amelie Paul;Amelie Paul: Dernière Chance (2018);https://www.imdb.com/title/tt13267018/;2018
;Canada;-In a world where imaginary friends are ruled by the state, Nathaniel (17 years old) is abandoned by Amélie and assigned a new and unusual companion, Bertrand, an old man of the old with unorthodox methods.;;Comedy;false;;;;;Michel Laperrière, Marie-Ève Milot, Didier Lucien;Et puis, Amélie est partie (2019);https://www.imdb.com/title/tt9892824/;2019
;Canada;"A young girl, Ria, gets romantically involved with a thief. Their relationship is compromised when Ria&apos;s estranged father comes to find her.";Maksymilian Milczarczyk;Short, Drama;false;;;;16;Ana Astaiza, Ulysses Castellanos, Corey Glass-Smith;The Red Circle (2010);https://www.imdb.com/title/tt5456930/;2010
;Canada;Led by two Quebecers, a Hollywood production turns into a nightmare. While the director couple leads a life of jet setters around the world, investors discover that their money has evaporated.;Aude Leroux-Levesque, Sébastien Rist;Documentary;false;;;;87;;Lovaganza: La Grande Illusion (2022);https://www.imdb.com/title/tt21994356/;2022
;Canada;Beware Pickpocket is a compelling character study, a stylistic heist film and a genre shifting love story set in the city of Toronto. It intimately focuses on a twenty-four-hour period in the life of a mysterious and lascivious pi...;Michael Laicini;Short, Action, Comedy;false;;;;21;David Amito, Elisabeth Lagerlöf, Carl Bauer;Beware Pickpocket (2010);https://www.imdb.com/title/tt1650494/;2010
;Canada;"President Bush&apos;s call for an amendment to the Constitution of the United States to enshrine a heterosexual definition of marriage ignited a wave of civil disobedience same-sex marriages across the USA. &quot;One Summer in New Paltz&quot; fo...";Nancy Nicol;Documentary;false;;;;54;;One Summer in New Paltz: A Cautionary Tale (2008);https://www.imdb.com/title/tt1329416/;2008
;Canada;A demigod Mademoiselle Amour effects passers by in the modern age. During her day as a high roller in Toronto, each person she meets ends up becoming better off moments after she leaves their presence, even if she is rough and see...;Serhii Shliakhtiuk;Short, Drama;false;;;;12;Victoria Liub;Mademoiselle Amour (2023);https://www.imdb.com/title/tt23777366/;2023
;Canada;A failing comedian finds an escape from his troubled marriage through a magical kingdom hidden inside his hallway closet.;Braeden Gosse, Michael Peeling;Short, Comedy, Fantasy;false;;;;;Nick Coffin, Michael Peeling, Larica Perera;Kingdom in the Closet (2017);https://www.imdb.com/title/tt8513998/;2017
;Canada;A writer procrastinates by searching for the source of a mysterious THUD.;Abraham David;Short, Horror;false;;;;2;Abraham David, Maria Dawod;The Girl in the Closet (2020);https://www.imdb.com/title/tt12397390/;2020
;Canada;"Billie is a mediocre-at-best lesbian stand-up comic. Sterling is a gay ballet dancer, although he actually has some talent. Together they share a &quot;trendy&quot; loft apartment, perform in drag to an audience of one - their enthusiastic ...";;Comedy;false;;;;;Natalie Liconti, Dakota Jamal Wellman, Katharine King So;The Walk-In Closet (2018);https://www.imdb.com/title/tt8024520/;2018
;Canada;"11 year old Jerry is a regular kid with an &quot;evil&quot; big sister Madison and pretty ordinary parents. He loves to watch cheesy movies, and play video games with his best friend Nick. Like many 11 year old boys he starts to develop a c...";Conor Forrest;Short, Drama;false;;;;;Crosby Mercer, Madeleine Simard, Daniel Christian Jones;The Two of Us (2023);https://www.imdb.com/title/tt20764718/;2023
;Canada;"Point Blank performs in the music video &quot;X History&quot; from the album &quot;Point Blank&quot; recorded for Tilt Rock and Koch Entertainment. The music video opens with shots of nuclear explosions and historical archive footage shown on the tel...";;Music;false;;;;4;;Point Blank: X History (2012);https://www.imdb.com/title/tt21057034/;2012
;Canada;"Point Blank performs with Mark McKay in the music video &quot;God Only Knows&quot; from the album &quot;Point Blank&quot; recorded for Tilt Rock and Koch Media. The music video opens with footage of a home and its various rooms. The group rap as they...";;Music;false;;;;5;;Point Blank Feat. Mark McKay: God Only Knows (2008);https://www.imdb.com/title/tt21056610/;2008
;Canada;"Point Blank performs with Brotha J in the music video &quot;Loyalty&quot; from the single recorded for Tilt Rock Records. The music video opens with somber music and a walk through a cemetery. Imperial and Stump rap as they visit grades an ...";;Music;false;;;;6;;Point Blank Feat. Brotha J: Loyalty (2013);https://www.imdb.com/title/tt21057062/;2013
;Canada;"Point Blank performs in the music video &quot;Life 2002/Thin Line&quot; from the single. The music video opens with the song &quot;Life 2002&quot; with the Imperial rapping in a red outfit in front of a brick wall. The video then shifts to &quot;Thin Line...";;Music;false;;;;5;;Point Blank: Life 2002/Thin Line (2003);https://www.imdb.com/title/tt21056842/;2003
;Canada;"Point Blank performs in the music video &quot;Want It Wit Us&quot; from the single. The music video opens with the group on top of a city building standing on a rook covered roof. The group avoids police officers by hiding behind garbage du...";;Music;false;;;;5;;Point Blank: Want It Wit Us (2003);https://www.imdb.com/title/tt21056864/;2003
;Canada;"Point Blank performs in the music video &quot;T.O. 2 O. T.&quot; from the album &quot;Point Blank&quot; recorded for Tilt Rock and Koch Media. The music video features the group rapping in front of a green screen featuring video of the city of Toront...";;Music;false;;;;5;;Point Blank: T.O. 2 O. T. (2008);https://www.imdb.com/title/tt21056662/;2008
;Canada;"Point Blank performs in the music video &quot;Born and Raised in the Ghetto&quot; from the album &quot;Point Blank&quot; recorded for Tilt Rock and Koch Media. The music video opens with a brief archival film sequence detailing the housing projects o...";;Music;false;;;;5;;Point Blank: Born and Raised in the Ghetto (2006);https://www.imdb.com/title/tt21056506/;2006
;Canada;"Point Blank performs in the music video &quot;Game Got Deep/Victory&quot; from the album &quot;Point Blank&quot; recorded for Tilt Rock and Koch Entertainment. The music video opens with the group driving through the neighborhood. They eventually rap...";;Music;false;;;;4;;Point Blank: Game Got Deep/Victory (2009);https://www.imdb.com/title/tt21056974/;2009
;Canada;Charlene Prickett hosts and instructs an exercise workout video.;Charlene Prickett;Sport;false;;;;1;Charlene Prickett;Oxygen In, Calories Out (1991);https://www.imdb.com/title/tt7293874/;1991
;Canada;"Rochester AKA Juice performs with Ray Robinson in the music video &quot;Priceless&quot; from the album &quot;A New Day&quot; recorded for FCG Records. The music video features Rochester rapping to a woman as they stand in front of a brown screen. He ...";;Music;false;;;;4;;Rochester AKA Juice Feat. Ray Robinson: Priceless (2005);https://www.imdb.com/title/tt21187102/;2005
;Canada;"Egged on by his friends, a boy approaches a prostitute on Valentine&apos;s Day to inquire about her rates.";Rick Skyler;Short, Adventure, Drama;false;;;;3;Matt Latreille;Priceless (2012);https://www.imdb.com/title/tt2892398/;2012
;Canada;"The culture surrounding today&apos;s contemporary art world can be as vibrant, abstract and enigmatic as a piece of art. Director Drew Lightfoot traverses the globe, speaking to artists, dealers and collectors to reveal the paradoxes o...";Drew Lightfoot;Documentary;false;;;;58;;Priceless (2018);https://www.imdb.com/title/tt8912176/;2018
;Canada;Tells a story of crime, money, greed and the value of the human soul.;Tom Vujcic;Short, Crime;false;;;;13;Matt Almeida, Danny Diablo, Peter Greene;Priceless (2020);https://www.imdb.com/title/tt12981162/;2020
;Canada;Elle Matthews: VIP Uncensored Videos Collection (2019) Sanctuary of Sins, Wettish Fetish, Poupée Controversée, Naughty Teddy, Reflection, Bronze Jungle Daze, Seabreeze, Parisian Shower, Un Rêve, Un Fantasme..., LayOver, Frolicking...;;Short;false;;;;;Elle Matthews;Elle Matthews: VIP Uncensored Videos Collection IV (2019);https://www.imdb.com/title/tt11381786/;2019
;Canada;A young, recently released ex-con, returns to the man who helped birth his life of crime, with an unusual request.;Tavit Melikian;Short, Crime, Drama;false;;;;;Brian Rhodes, Ryan Bommarito, Natasha Perry-Fagant;The Order of Things to Come (2019);https://www.imdb.com/title/tt8003414/;2019
;Canada;An uneasy friendship comes to a head when they must come to together in order to help a friend.;Derek Price;Short, Drama;false;;;;8;Nicholas Lapierre, Mathew Petrus, Melina White;Intimate Strangers (2008);https://www.imdb.com/title/tt1836007/;2008
;Canada;Ben and Patrick are denied entry to a high school party. They resort to drinking beers together and after a freak accident, Ben dies. Amazingly, Ben returns to Patrick weeks later as a ghost and they begin to hang out like old times.;Cameron Herzberg;Short, Comedy;false;;;;14;Nick Jeffrey, Kirk Mather, Elizabeth Owens Skidmore;My Invisible Best Friend (2015);https://www.imdb.com/title/tt4635534/;2015
;Canada;"Like many kids, Oliver can sometimes be impulsive and one Christmas Eve at Santa&apos;s workshop, when Oliver just can&apos;t contain his excitement, this trait gets him into trouble. Determined to prove he can be the first toy into Santa&apos;s...";Neil Affleck;Short, Comedy;false;;;;;Dave McRae, Becky E. Shrimpton;Where Oliver Fits: A Christmas Eve Tale (2021);https://www.imdb.com/title/tt15042044/;2021
;Canada;Snow White finds herself in the Great White North - Canada - in this heart-warming animated musical re-imagining of the classic fairy tale.;;Musical;false;;;;;Doug MacDougall;Lost & Found: a Snow White Canadian Christmas Tale (2022);https://www.imdb.com/title/tt20235190/;2022
;Canada, Germany;"My Mother, the Nazi Midwife, and Me unearths a chilling story that time has almost buried - the systematic murder of 52 Jewish babies in a Displaced Persons&apos; camp under the American military after the end of the war. Years after h...";Jane Hawtin;Documentary, Biography, History;false;;;;52;Gina Roitman;My Mother, the Nazi Midwife and Me (2012);https://www.imdb.com/title/tt2954160/;2012
;Canada, Greece;"After her father&apos;s death, Hollywood star Eve Thalassakis, armed only with an old photograph, goes on a quest to find her childhood home in Crete, Greece. Along the way, she enlists the help of Mary, a Cretan village girl wanna-be ...";Maria Dalekos, Simon Reynolds;Adventure, Comedy, Fantasy;false;;;;2;"John O&apos;Hurley, Maria del Mar, Simon Reynolds";Red Door and Lemon Tree;https://www.imdb.com/title/tt8674712/;
;Chile, United States;"Ten years after seeing Saturn through his telescope, a young amateur decides to go in search of the history of the Universe and embarks on a journey that takes him to meet some of the world&apos;s leading cosmologists. How did it all b...";Diego Errázuriz;Documentary, Short;false;;;;37;;The Big Picture (2018);https://www.imdb.com/title/tt8521786/;2018
;China;Zhang Shaohua battles the reactionary leadership of the power plant union in Shanghai on the eve of liberation.;Gang Chen, Weiyi Wang;Drama, Thriller;false;Tie chuang lie huo;;;85;Hui Zhang, Yi Zhang, Heng Qi;Raging Fire in the Prison (1958);https://www.imdb.com/title/tt0340399/;1958
;China;"The film tells the story of how an ordinary police officer can fight with criminals, combat criminal offenses, protect people&apos;s lives and property, and maintain social stability.";Yuan Zhang;Action;false;;;;83;Yiheng Du, Bing Lei Li;Fearless Hero (2011);https://www.imdb.com/title/tt7335616/;2011
;China;"In a dilapidated cellphone shop on the outskirts of the city, two shady photographers are &quot;appreciating&quot; the intimate scenes of a couple in the hotel through a hidden camera. At this moment, there is a sudden virus outbreak spread...";Wayne Yu;Short;false;;;;14;Liya Bi, Kang Chen, Yanxin Chen;Breathless (2022);https://www.imdb.com/title/tt16970094/;2022
;China;"To reduce the slaughter of foxes by the current Emperor, a pair of sisters from the fox tribe; Huang Qingfeng (a weasel sprite) and Hu Feiluan (a nine-tailed red fox) decided to enter the palace disguised as beautiful ladies in or...";;Drama, Romance;false;;;;;Bingqing Hu, Yao Chen, Vic Chou;Beauties in the Closet (2018);https://www.imdb.com/title/tt10631700/;2018
;China;A hardworking Asian architect Chloe is shown in two parallel world of school and work life as in both she struggles from hardship but overcome her challenges and succeed.;Yun Xie;Short, Drama;false;;;;5;;Two of Us (2021);https://www.imdb.com/title/tt14134778/;2021
;China;"The film is mainly about the fairies&apos;s fate &quot;star of the key&quot; mysterious fall, Blue fairy back to the human world, with Qi Mei fairy and Xue Mei fairy together, Guarding the positive energy, exposing the big conspiracy and defendi...";Li Xin;Fantasy;false;Balala xiao moxian Da dian ying;;;85;"Jingxuan Liao, Mengya Tang, Mi&apos;er Yi";Balala the Fairies: The Movie (2013);https://www.imdb.com/title/tt6967268/;2013
;Croatia, Germany, Slovenia;A story of sudden encounters, for one day, Masha, one middle- aged woman,and Danis, one middle-aged man. Two people who once loved, after nine years of painfull disagreement, they accidentally encounter and evoke memories.;Boris Homovec;Short, Drama, Romance;false;;;;;Ljiljana Bogojevic, Robert Budak, Mislav Cavajda;I don't know who we are (2019);https://www.imdb.com/title/tt11635266/;2019
;Curaçao;A young boy is on a journey to discover his dreamland, brought up with a secret, only to reveal it at the end. During his journey to find what life holds ahead of him, he comes across people that help him reach his goal while teac...;Eloise van Wickeren;Short, Fantasy;false;;;;;;Breathless (2016);https://www.imdb.com/title/tt14558080/;2016
;Czech Republic;A short documentary about long-lasting love and impending loss.;Nina Blazin;Documentary, Short, Romance;false;;;;17;;Just the Two of Us (2015);https://www.imdb.com/title/tt5105286/;2015
;France;"The film follows very closely new techniques of psychological development of the child. This is the case with this &quot;hidden-found&quot; project developed at a kindergarten in Vaulx-en-Velin by a therapist and a teacher from the nursery ...";Marie-Thérèse Lemaître;Documentary;false;;;;1;Cécile Taillandier, Denis Mellier;Caché trouvé: prévention de l'échec scolaire en maternelle (2001);https://www.imdb.com/title/tt14817468/;2001
France:Tous publics;France;5 friends get together in a country-side house, far from everything. After some strange events, they disappear one by one until only Lea and Adrian remain. They will have to play a dangerous game of Hide and Seek to find their los...;Guillaume Chemouili;Thriller;false;Cache cache;;;77;Nadia van de Ven, Tristan Delus, Ludovic Thievon;Hide and Seek (2018);https://www.imdb.com/title/tt7699008/;2018
;France;Alice, 8, does not feel like going home. A terrorist attack exercise at school will give her ideas.;Julie Colly;Short, Drama;false;;;;;;Cache Cache (2021);https://www.imdb.com/title/tt14671288/;2021
